品牌名称,买家昵称,付款日期,订单状态,实付金额,邮费,省份,城市,购买数量,下单次数
SW,2机器人1233,2020/3/17 18:27,交易成功,173,0,上海,上海市,2,2
SW,omy520youu,2020/3/17 19:23,交易成功,140,0,四川省,成都市,1,1
SW,2dancingpig_12,2020/3/17 20:42,交易成功,257,10,陕西省,西安市,1,1
SW,7tb56363,2020/3/17 21:00,交易成功,144,0,浙江省,杭州市,1,2
SW,8十二月的小绵8,2020/3/17 21:44,交易成功,193,0,河北省,石家庄市,1,2
SW,0小木鱼9201,2020/3/17 21:46,交易成功,227,0,湖北省,十堰市,1,3
SW,ndashiyuandg,2020/3/17 22:01,交易成功,178,0,上海,上海市,1,1
SW,0yifanwen0,2020/3/17 22:17,交易成功,213,0,北京,北京市,3,2
SW,6pengping16,2020/3/17 22:35,交易成功,149,0,重庆,重庆市,1,2
SW,的海绵宝淘,2020/3/17 22:42,交易成功,98,0,四川省,成都市,3,1
SW,知哈士奇道,2020/3/17 22:43,交易成功,46,0,福建省,福州市,2,1
SW,llichanc,2020/3/17 22:50,交易成功,32,0,贵州省,贵阳市,2,2
SW,天娜拉的1,2020/3/17 22:52,交易成功,49,0,四川省,成都市,1,2
SW,肉紫肉,2020/3/17 23:12,交易成功,59,0,江苏省,南京市,2,2
SW,3fanny200600,2020/3/17 23:15,交易成功,144,0,上海,上海市,1,1
SW,2妮妮糖糖0,2020/3/17 23:26,交易成功,149,0,江苏省,南京市,1,2
SW,1tb2869336_22,2020/3/17 23:46,交易成功,141,0,湖北省,黄冈市,1,2
SW,a锦瑟y,2020/3/17 23:55,交易成功,221,0,河南省,洛阳市,1,2
SW,asomnus_y,2020/3/17 23:59,交易成功,144,0,北京,北京市,1,3
SW,0tb51989,2020/3/18 0:07,交易成功,131,0,安徽省,安庆市,1,1
SW,1rosey4,2020/3/18 0:40,交易成功,37,0,上海,上海市,2,2
SW,0苹果70,2020/3/18 1:04,交易成功,172,0,广西壮族自治区,柳州市,1,1
SW,飞飘扬的满雪,2020/3/18 1:12,交易成功,210,0,上海,上海市,1,1
SW,2小忙人1,2020/3/18 3:51,交易成功,205,0,福建省,厦门市,1,2
SW,文筝,2020/3/18 5:22,交易成功,49,0,江苏省,常州市,1,2
SW,7安之若素07,2020/3/18 5:31,交易成功,144,0,北京,北京市,1,1
SW,7小资格6,2020/3/18 9:22,交易成功,149,0,吉林省,长春市,1,1
SW,绿大豆,2020/3/18 9:34,交易成功,260,0,广东省,深圳市,1,2
SW,8hudan988,2020/3/18 9:49,交易成功,149,0,河南省,郑州市,1,1
SW,尽x世界头,2020/3/18 10:05,交易成功,144,0,上海,上海市,1,1
SW,1jinkxq3,2020/3/18 11:24,交易成功,49,0,山西省,晋中市,1,4
SW,r0daisywrangl0,2020/3/18 12:18,交易成功,149,0,上海,上海市,1,1
SW,花骄傲蕊,2020/3/18 13:04,交易成功,144,0,安徽省,淮北市,1,1
SW,bdevii,2020/3/18 13:59,交易成功,144,0,浙江省,宁波市,1,2
SW,1tb5672466_23,2020/3/18 14:20,交易成功,247,6,上海,上海市,1,2
SW,1tb5672466_23,2020/3/18 14:20,交易成功,59,0,上海,上海市,1,2
SW,9刘小秀12,2020/3/18 15:03,交易成功,144,0,山西省,太原市,1,2
SW,1独家记忆7707,2020/3/18 15:52,交易成功,156,0,上海,上海市,2,3
SW,jjasminz,2020/3/18 18:12,交易成功,144,0,上海,上海市,1,2
SW,9tb_01969,2020/3/18 19:33,交易成功,50,0,浙江省,杭州市,2,1
SW,2tb_15945,2020/3/18 20:03,交易成功,49,0,上海,上海市,1,1
SW,8sunsunsun_8,2020/3/18 21:15,交易成功,130,0,北京,北京市,1,2
SW,iwenqunyi_kes,2020/3/18 21:19,交易成功,144,0,上海,上海市,1,1
SW,1manujason19,2020/3/18 21:27,交易成功,144,0,广东省,广州市,1,2
SW,1dream7,2020/3/18 21:38,交易成功,37,0,广东省,江门市,3,2
SW,8lilywhit2,2020/3/18 22:33,交易成功,50,0,四川省,成都市,3,1
SW,友王李怀利,2020/3/18 22:34,交易成功,149,0,河北省,承德市,1,2
SW,yyl205c,2020/3/18 22:49,交易成功,39,0,北京,北京市,2,1
SW,i2006_pann,2020/3/19 0:53,交易成功,171,6,上海,上海市,1,1
SW,gwangqianx,2020/3/19 8:57,交易成功,198,0,山东省,临沂市,2,1
SW,niamp0,2020/3/19 10:22,交易成功,149,0,天津,天津市,1,1
SW,2宝贝7,2020/3/19 10:40,交易成功,32,0,广东省,广州市,2,2
SW,7lindsay8,2020/3/19 11:08,交易成功,126,0,云南省,昆明市,1,1
SW,0小红9290,2020/3/19 11:23,交易成功,98,0,上海,上海市,2,3
SW,3fly68,2020/3/19 12:03,交易成功,144,0,山西省,忻州市,1,2
SW,5tb_5147,2020/3/19 14:14,交易成功,182,0,上海,上海市,2,2
SW,hziwee,2020/3/19 14:46,交易成功,269,6,上海,上海市,1,1
SW,7samantha_79,2020/3/19 15:13,交易成功,230,0,上海,上海市,1,1
SW,卫卫娜娜,2020/3/19 15:55,交易成功,149,0,北京,北京市,1,2
SW,理朱,2020/3/19 17:34,交易成功,149,0,上海,上海市,1,2
SW,ookar,2020/3/19 17:46,交易成功,144,0,江西省,景德镇市,1,2
SW,2jolinjpp3,2020/3/19 18:21,交易成功,49,0,上海,上海市,1,2
SW,筱颖,2020/3/19 20:14,交易成功,144,0,广东省,深圳市,1,2
SW,8caiyuhua11,2020/3/19 21:05,交易成功,149,0,江苏省,南通市,1,1
SW,8tb27834,2020/3/19 21:06,交易成功,49,0,上海,上海市,1,1
SW,夕古岚,2020/3/19 21:22,交易成功,54,0,上海,上海市,2,1
SW,0kl14,2020/3/19 22:35,交易成功,144,6,上海,上海市,1,2
SW,忽毛,2020/3/20 0:14,交易成功,88,0,福建省,福州市,3,1
SW,4huanying93,2020/3/20 1:12,交易成功,183,0,上海,上海市,2,3
SW,2琰陵3,2020/3/20 2:03,交易成功,49,0,浙江省,杭州市,1,2
SW,1aiaitia1,2020/3/20 3:44,交易成功,183,0,四川省,成都市,2,2
SW,0yy197808,2020/3/20 8:02,交易成功,144,0,吉林省,长春市,1,1
SW,dzsdx,2020/3/20 9:46,交易成功,126,6,浙江省,杭州市,1,3
SW,阿l吉,2020/3/20 9:51,交易成功,139,0,江苏省,徐州市,1,3
SW,2我是小美_8,2020/3/20 10:00,交易成功,123,0,安徽省,合肥市,3,2
SW,酸蜜糖黄奶,2020/3/20 10:00,交易成功,124,0,河北省,石家庄市,3,2
SW,3lovejancy10,2020/3/20 10:00,交易成功,94,0,上海,上海市,1,1
SW,1夏落克7,2020/3/20 10:00,交易成功,94,0,广东省,佛山市,1,0
SW,5娃娃鱼194,2020/3/20 10:00,交易成功,94,0,上海,上海市,1,2
SW,0wxy137645699,2020/3/20 10:00,交易成功,94,0,上海,上海市,1,2
SW,2干卿何事3,2020/3/20 10:00,交易成功,94,0,浙江省,杭州市,1,1
SW,6zhaona40,2020/3/20 10:00,交易成功,94,0,北京,北京市,1,3
SW,ygraceyuae,2020/3/20 10:00,交易成功,94,0,上海,上海市,1,2
SW,女装,2020/3/20 10:00,交易成功,30,0,浙江省,台州市,1,3
SW,efishlauhs,2020/3/20 10:00,交易成功,132,0,河南省,三门峡市,1,2
SW,8lulufrien8,2020/3/20 10:00,交易成功,119,0,上海,上海市,2,2
SW,0cham7,2020/3/20 10:00,交易成功,112,0,江苏省,苏州市,1,1
SW,1yizang_1,2020/3/20 10:00,交易成功,94,0,浙江省,杭州市,1,1
SW,gcheng8che8,2020/3/20 10:00,交易成功,111,0,江苏省,无锡市,2,2
SW,ehazelr,2020/3/20 10:00,交易成功,94,0,广东省,深圳市,1,1
SW,9赵阅12,2020/3/20 10:00,交易成功,94,0,江西省,宜春市,1,1
SW,逛随了遍逛,2020/3/20 10:00,交易成功,94,0,黑龙江省,哈尔滨市,1,1
SW,2jeremiah00,2020/3/20 10:00,交易成功,122,0,广东省,广州市,4,2
SW,f呆呆小f,2020/3/20 10:00,交易成功,121,0,湖北省,武汉市,3,1
SW,孤临江雁,2020/3/20 10:00,交易成功,241,0,安徽省,宣城市,1,2
SW,娃折娃,2020/3/20 10:01,交易成功,197,0,重庆,重庆市,1,1
SW,女装,2020/3/20 10:01,交易成功,99,0,浙江省,台州市,1,1
SW,艾完莉,2020/3/20 10:01,交易成功,94,0,上海,上海市,1,2
SW,盼ji盼,2020/3/20 10:01,交易成功,179,0,吉林省,长春市,7,1
SW,生张萌萌的活,2020/3/20 10:01,交易成功,202,0,天津,天津市,1,1
SW,6t_1481970259047_07,2020/3/20 10:01,交易成功,148,0,北京,北京市,1,1
SW,8tj_lyf11,2020/3/20 10:01,交易成功,51,0,上海,上海市,3,2
SW,_oo喂,2020/3/20 10:01,交易成功,158,0,四川省,泸州市,1,2
SW,wjund,2020/3/20 10:01,交易成功,208,0,浙江省,杭州市,1,2
SW,mkimme,2020/3/20 10:01,交易成功,34,0,上海,上海市,2,1
SW,啵啵,2020/3/20 10:02,交易成功,94,0,天津,天津市,1,2
SW,0小黎子_28,2020/3/20 10:02,交易成功,34,0,四川省,成都市,2,1
SW,8tb440446,2020/3/20 10:02,交易成功,99,0,甘肃省,兰州市,1,1
SW,9zhanghongyua9,2020/3/20 10:02,交易成功,94,0,浙江省,嘉兴市,1,1
SW,ntangjingyunsuy,2020/3/20 10:02,交易成功,41,0,上海,上海市,2,1
SW,ypokou,2020/3/20 10:02,交易成功,94,0,北京,北京市,1,2
SW,3jinjin00019,2020/3/20 10:02,交易成功,157,0,上海,上海市,1,2
SW,超平儿,2020/3/20 10:03,交易成功,47,0,黑龙江省,哈尔滨市,2,1
SW,ooliviacu,2020/3/20 10:03,交易成功,155,0,上海,上海市,3,1
SW,c寒号s,2020/3/20 10:03,交易成功,138,0,天津,天津市,1,1
SW,llovelula,2020/3/20 10:03,交易成功,94,0,上海,上海市,1,1
SW,具凯龙1,2020/3/20 10:03,交易成功,32,0,浙江省,台州市,2,1
SW,esemiswt,2020/3/20 10:03,交易成功,265,0,湖北省,武汉市,1,3
SW,晓佳,2020/3/20 10:03,交易成功,219,0,辽宁省,葫芦岛市,1,1
SW,2twfenny675,2020/3/20 10:03,交易成功,51,0,山东省,临沂市,3,1
SW,1刘豆豆0202,2020/3/20 10:04,交易成功,195,0,湖南省,常德市,1,1
SW,胡晟,2020/3/20 10:04,交易成功,94,0,安徽省,宣城市,1,1
SW,6wen4146290,2020/3/20 10:04,交易成功,111,0,江苏省,常州市,2,3
SW,小lc晒,2020/3/20 10:04,交易成功,94,0,广东省,广州市,1,1
SW,9elainel9,2020/3/20 10:05,交易成功,226,0,上海,上海市,1,0
SW,4kx1156,2020/3/20 10:05,交易成功,34,0,北京,北京市,2,1
SW,ookar,2020/3/20 10:05,交易成功,94,0,江西省,景德镇市,1,1
SW,fhetf,2020/3/20 10:05,交易成功,163,0,安徽省,马鞍山市,1,2
SW,贝挣扎吧贝,2020/3/20 10:06,交易成功,119,0,北京,北京市,2,3
SW,天木子2,2020/3/20 10:06,交易成功,94,0,湖南省,株洲市,1,1
SW,同戴学,2020/3/20 10:06,交易成功,111,0,安徽省,淮南市,2,2
SW,c顾小c,2020/3/20 10:06,交易成功,94,0,浙江省,宁波市,1,2
SW,风琳动,2020/3/20 10:06,交易成功,152,0,天津,天津市,1,2
SW,w超人y,2020/3/20 10:06,交易成功,94,0,浙江省,金华市,1,2
SW,6leilei39,2020/3/20 10:06,交易成功,34,0,上海,上海市,2,2
SW,2watergras3,2020/3/20 10:07,交易成功,264,0,上海,上海市,1,2
SW,前给你微笑者,2020/3/20 10:07,交易成功,32,0,江苏省,淮安市,2,1
SW,妖妖民,2020/3/20 10:07,交易成功,94,0,江苏省,苏州市,1,2
SW,独步,2020/3/20 10:07,交易成功,214,0,广东省,广州市,1,1
SW,8tb440446,2020/3/20 10:08,交易成功,200,0,甘肃省,兰州市,1,1
SW,oruobaixiaou,2020/3/20 10:08,交易成功,94,0,上海,上海市,1,2
SW,2丽丽莎莎4,2020/3/20 10:08,交易成功,42,0,上海,上海市,2,1
SW,uclarissai,2020/3/20 10:08,交易成功,146,0,上海,上海市,1,1
SW,逛随了遍逛,2020/3/20 10:09,交易成功,94,0,黑龙江省,哈尔滨市,1,3
SW,0phyllis_zhan0,2020/3/20 10:09,交易成功,94,0,湖北省,武汉市,1,1
SW,小南丢,2020/3/20 10:10,交易成功,94,0,天津,天津市,1,2
SW,5啦啦啦041,2020/3/20 10:10,交易成功,121,0,辽宁省,沈阳市,3,1
SW,c顾小c,2020/3/20 10:10,交易成功,199,0,浙江省,宁波市,1,1
SW,edaffy_e,2020/3/20 10:10,交易成功,94,0,江苏省,南京市,1,3
SW,ek_sen,2020/3/20 10:10,交易成功,94,0,新疆维吾尔自治区,乌鲁木齐市,1,1
SW,n泡芙puddg,2020/3/20 10:11,交易成功,94,0,广东省,佛山市,1,1
SW,8alice0128,2020/3/20 10:11,交易成功,94,0,浙江省,台州市,1,1
SW,熏青风,2020/3/20 10:12,交易成功,168,0,福建省,泉州市,1,2
SW,elovelycjfl,2020/3/20 10:12,交易成功,34,0,江苏省,常州市,2,1
SW,絮轻轻飞,2020/3/20 10:12,交易成功,34,0,山东省,威海市,2,2
SW,8nuoy3,2020/3/20 10:12,交易成功,49,0,北京,北京市,2,1
SW,2p3836499,2020/3/20 10:12,交易成功,129,0,上海,上海市,1,1
SW,2小白01,2020/3/20 10:12,交易成功,111,0,湖北省,武汉市,2,1
SW,8当爱已成往事90,2020/3/20 10:12,交易成功,34,0,湖南省,湘潭市,2,2
SW,y精灵鼠小妹f,2020/3/20 10:13,交易成功,94,0,广东省,广州市,1,1
SW,8gaoyan3,2020/3/20 10:13,交易成功,143,0,山西省,太原市,2,1
SW,4yue丫3,2020/3/20 10:14,交易成功,196,0,广东省,阳江市,1,1
SW,瑰黑鸿,2020/3/20 10:15,交易成功,194,0,云南省,临沧市,1,1
SW,8mousepotat8,2020/3/20 10:15,交易成功,111,0,浙江省,杭州市,2,1
SW,浅雨唱,2020/3/20 10:16,交易成功,94,0,浙江省,杭州市,1,2
SW,0kk2,2020/3/20 10:18,交易成功,31,0,广东省,深圳市,2,1
SW,莉筱子,2020/3/20 10:18,交易成功,229,0,江苏省,南通市,1,2
SW,8zwmzj1,2020/3/20 10:19,交易成功,128,0,黑龙江省,哈尔滨市,1,1
SW,4tb820211,2020/3/20 10:19,交易成功,147,0,江西省,上饶市,1,2
SW,0darling16,2020/3/20 10:20,交易成功,94,0,山东省,青岛市,1,2
SW,yilh,2020/3/20 10:20,交易成功,94,0,云南省,昆明市,1,2
SW,eqweasdxw,2020/3/20 10:20,交易成功,123,0,辽宁省,沈阳市,3,2
SW,4tb198664,2020/3/20 10:21,交易成功,195,0,江苏省,淮安市,1,2
SW,步阿秃哥的调,2020/3/20 10:21,交易成功,34,0,上海,上海市,2,1
SW,2libra_06,2020/3/20 10:23,交易成功,111,0,山西省,阳泉市,2,2
SW,5jc51,2020/3/20 10:23,交易成功,94,0,广东省,江门市,1,1
SW,cnicolo,2020/3/20 10:24,交易成功,99,0,上海,上海市,1,3
SW,豆dodo豆,2020/3/20 10:24,交易成功,94,0,湖北省,荆州市,1,2
SW,0cancancn29,2020/3/20 10:24,交易成功,233,0,湖南省,永州市,1,2
SW,蛋会做梦的茶儿,2020/3/20 10:25,交易成功,94,0,河北省,唐山市,1,2
SW,姑面娘,2020/3/20 10:25,交易成功,253,0,浙江省,金华市,1,2
SW,7q135840104,2020/3/20 10:26,交易成功,34,0,江苏省,南京市,2,2
SW,糖百果,2020/3/20 10:27,交易成功,189,0,江苏省,苏州市,2,2
SW,回松公子眸,2020/3/20 10:27,交易成功,191,0,上海,上海市,1,2
SW,故独饮寒江人,2020/3/20 10:27,交易成功,32,0,天津,天津市,2,1
SW,7你说我叫什7,2020/3/20 10:28,交易成功,99,0,浙江省,嘉兴市,1,3
SW,2lzy1123,2020/3/20 10:32,交易成功,94,0,浙江省,宁波市,1,2
SW,msweettintinmi,2020/3/20 10:33,交易成功,34,0,辽宁省,大连市,2,1
SW,8peafen4,2020/3/20 10:34,交易成功,123,0,广东省,佛山市,3,2
SW,tkristinekissmh,2020/3/20 10:35,交易成功,99,0,湖北省,武汉市,1,1
SW,会我是谁说,2020/3/20 10:35,交易成功,34,0,江苏省,苏州市,2,1
SW,异回常,2020/3/20 10:35,交易成功,187,0,河南省,焦作市,1,2
SW,神畅i,2020/3/20 10:36,交易成功,140,0,河北省,保定市,1,1
SW,1hanna0,2020/3/20 10:37,交易成功,79,0,上海,上海市,1,2
SW,nxiangweny5,2020/3/20 10:37,交易成功,140,0,云南省,文山壮族苗族自治州,1,1
SW,牛虎逼,2020/3/20 10:37,交易成功,99,0,上海,上海市,1,1
SW,9那个他34,2020/3/20 10:37,交易成功,94,0,福建省,福州市,1,1
SW,6tb840309,2020/3/20 10:38,交易成功,64,0,广东省,广州市,3,2
SW,1彬彬有17,2020/3/20 10:38,交易成功,263,0,吉林省,长春市,1,2
SW,8上官若依19,2020/3/20 10:39,交易成功,131,0,河北省,沧州市,1,2
SW,tcandy26b,2020/3/20 10:39,交易成功,94,0,江苏省,镇江市,1,2
SW,田a心,2020/3/20 10:40,交易成功,30,0,陕西省,西安市,1,2
SW,2yangyong7213,2020/3/20 10:40,交易成功,226,0,四川省,德阳市,1,2
SW,4zhd2802124,2020/3/20 10:41,交易成功,180,0,甘肃省,嘉峪关市,1,2
SW,xc峰,2020/3/20 10:41,交易成功,145,0,河北省,承德市,1,1
SW,新玲叶,2020/3/20 10:41,交易成功,188,0,湖南省,岳阳市,1,2
SW,nfiendze,2020/3/20 10:44,交易成功,158,0,上海,上海市,1,2
SW,sjessiebabyh,2020/3/20 10:44,交易成功,94,0,上海,上海市,1,2
SW,0风灵菲0,2020/3/20 10:45,交易成功,201,0,黑龙江省,齐齐哈尔市,1,1
SW,8lilingsh9,2020/3/20 10:45,交易成功,94,0,上海,上海市,1,1
SW,安长忆,2020/3/20 10:45,交易成功,94,0,重庆,重庆市,1,2
SW,3sunshine533,2020/3/20 10:46,交易成功,34,0,浙江省,温州市,2,1
SW,ubantoui,2020/3/20 10:46,交易成功,184,0,北京,北京市,2,1
SW,3无端想起9,2020/3/20 10:47,交易成功,227,0,浙江省,杭州市,1,2
SW,1ccjccj24,2020/3/20 10:48,交易成功,34,0,辽宁省,营口市,2,2
SW,宏宏宏,2020/3/20 10:50,交易成功,94,0,福建省,厦门市,1,2
SW,0yiyibb01,2020/3/20 10:50,交易成功,76,0,重庆,重庆市,5,3
SW,1小丽丽01,2020/3/20 10:50,交易成功,231,0,重庆,重庆市,1,2
SW,理夏,2020/3/20 10:51,交易成功,49,0,天津,天津市,1,2
SW,1melody8607,2020/3/20 10:52,交易成功,140,0,陕西省,西安市,1,2
SW,8dee9,2020/3/20 10:54,交易成功,121,0,上海,上海市,1,2
SW,1ddxx13400,2020/3/20 10:54,交易成功,139,0,黑龙江省,大庆市,1,1
SW,6shine祥,2020/3/20 10:56,交易成功,99,0,天津,天津市,1,2
SW,玲翔,2020/3/20 10:56,交易成功,68,0,河北省,石家庄市,4,1
SW,3l150926435,2020/3/20 10:56,交易成功,34,0,山东省,济宁市,2,2
SW,1小太阳053,2020/3/20 10:57,交易成功,244,0,北京,北京市,1,1
SW,ndtalle,2020/3/20 10:57,交易成功,178,0,四川省,成都市,1,1
SW,e冬天_1winr,2020/3/20 10:59,交易成功,34,0,上海,上海市,2,3
SW,7coll7,2020/3/20 11:01,交易成功,94,0,福建省,宁德市,1,1
SW,2李姐198819,2020/3/20 11:01,交易成功,94,0,四川省,德阳市,1,2
SW,5a5346281,2020/3/20 11:01,交易成功,122,0,广东省,广州市,3,1
SW,0gzman2000_22,2020/3/20 11:03,交易成功,114,0,广东省,广州市,1,1
SW,婷张1,2020/3/20 11:03,交易成功,34,0,广东省,深圳市,2,1
SW,bliuyuedey,2020/3/20 11:04,交易成功,94,0,浙江省,杭州市,1,1
SW,4尘埃13,2020/3/20 11:05,交易成功,49,0,广东省,深圳市,3,1
SW,nilarialg,2020/3/20 11:05,交易成功,34,0,上海,上海市,2,2
SW,的跡痣,2020/3/20 11:07,交易成功,255,0,上海,上海市,1,2
SW,妖扁姬,2020/3/20 11:07,交易成功,229,0,广西壮族自治区,河池市,1,1
SW,gcqmo,2020/3/20 11:10,交易成功,255,0,重庆,重庆市,1,2
SW,zwoshixiaodai,2020/3/20 11:11,交易成功,99,0,广东省,梅州市,1,2
SW,丶vivl,2020/3/20 11:11,交易成功,64,0,广东省,广州市,4,1
SW,7yoga447,2020/3/20 11:13,交易成功,119,0,四川省,泸州市,2,2
SW,婷张1,2020/3/20 11:14,交易成功,262,0,广东省,深圳市,1,2
SW,凯d歌,2020/3/20 11:15,交易成功,34,0,四川省,内江市,2,2
SW,2tb32304,2020/3/20 11:15,交易成功,94,0,广东省,广州市,1,1
SW,8刘利67,2020/3/20 11:20,交易成功,244,0,贵州省,遵义市,1,1
SW,刘宝宝刘,2020/3/20 11:20,交易成功,94,0,安徽省,阜阳市,1,1
SW,3leeps45,2020/3/20 11:20,交易成功,184,0,广东省,东莞市,2,3
SW,夏心叶,2020/3/20 11:22,交易成功,30,0,江苏省,南通市,1,2
SW,停滴答滴答时间转,2020/3/20 11:22,交易成功,182,0,青海省,黄南藏族自治州,1,1
SW,克杜图,2020/3/20 11:22,交易成功,49,0,安徽省,铜陵市,3,2
SW,8陈胜6,2020/3/20 11:22,交易成功,34,0,江苏省,扬州市,2,2
SW,0florahou20,2020/3/20 11:22,交易成功,34,0,北京,北京市,2,1
SW,3djm5016,2020/3/20 11:23,交易成功,140,0,江苏省,南京市,4,1
SW,3yoyo247,2020/3/20 11:26,交易成功,132,0,江苏省,盐城市,1,2
SW,我金俊秀命,2020/3/20 11:26,交易成功,118,0,江苏省,宿迁市,1,1
SW,努juli力,2020/3/20 11:29,交易成功,80,0,北京,北京市,5,2
SW,白pats兔,2020/3/20 11:29,交易成功,111,0,江苏省,南通市,2,2
SW,2guainiu4,2020/3/20 11:34,交易成功,34,0,陕西省,西安市,2,1
SW,维天康,2020/3/20 11:36,交易成功,224,0,天津,天津市,1,1
SW,1xiaomanma7,2020/3/20 11:41,交易成功,163,0,河南省,郑州市,1,2
SW,8yang11715985,2020/3/20 11:41,交易成功,173,0,广东省,深圳市,1,3
SW,3hf_smil3,2020/3/20 11:43,交易成功,155,0,江西省,南昌市,4,1
SW,粗美丽俗,2020/3/20 11:43,交易成功,94,0,四川省,成都市,1,2
SW,6tb839987,2020/3/20 11:44,交易成功,30,0,广东省,深圳市,1,0
SW,u流浪k,2020/3/20 11:45,交易成功,30,0,上海,上海市,1,0
SW,wvivieu,2020/3/20 11:46,交易成功,94,0,上海,上海市,1,0
SW,qgrbx,2020/3/20 11:48,交易成功,34,0,江苏省,盐城市,2,0
SW,9ttsinian66133,2020/3/20 11:49,交易成功,107,0,河北省,保定市,1,0
SW,9ttsinian66133,2020/3/20 11:51,交易成功,263,0,河北省,保定市,1,1
SW,1tb12378,2020/3/20 11:54,交易成功,114,0,上海,上海市,1,2
SW,9ttsinian66133,2020/3/20 11:55,交易成功,186,0,河北省,保定市,1,1
SW,_cindy_y8,2020/3/20 11:56,交易成功,99,0,江苏省,苏州市,1,3
SW,hlamuu,2020/3/20 11:56,交易成功,106,0,上海,上海市,1,2
SW,apiggy_xuanxn,2020/3/20 11:56,交易成功,94,0,北京,北京市,1,2
SW,1qilim7,2020/3/20 11:58,交易成功,149,0,浙江省,丽水市,1,1
SW,5jj7903058,2020/3/20 12:01,交易成功,121,0,重庆,重庆市,1,1
SW,2zkl46,2020/3/20 12:02,交易成功,94,0,江苏省,常州市,1,2
SW,2lsp9,2020/3/20 12:02,交易成功,94,0,福建省,厦门市,1,1
SW,vivyivyle,2020/3/20 12:04,交易成功,30,0,广东省,珠海市,1,1
SW,8angellbear19,2020/3/20 12:06,交易成功,99,0,广东省,珠海市,1,1
SW,1潇潇筱3,2020/3/20 12:06,交易成功,94,0,河北省,石家庄市,1,2
SW,最小花兔爱,2020/3/20 12:07,交易成功,50,0,辽宁省,沈阳市,3,2
SW,apurples0,2020/3/20 12:09,交易成功,34,0,四川省,成都市,2,1
SW,头麦当劳狗,2020/3/20 12:09,交易成功,124,0,上海,上海市,2,1
SW,mdaiziyi,2020/3/20 12:11,交易成功,49,0,上海,上海市,3,1
SW,zadibz,2020/3/20 12:12,交易成功,46,0,上海,上海市,2,2
SW,音错乱符,2020/3/20 12:16,交易成功,224,0,江苏省,连云港市,1,2
SW,qrosey,2020/3/20 12:16,交易成功,34,0,广东省,深圳市,2,1
SW,我贝天,2020/3/20 12:19,交易成功,267,0,江苏省,徐州市,1,1
SW,老猪头的虎,2020/3/20 12:21,交易成功,117,0,浙江省,杭州市,1,1
SW,言supe熙,2020/3/20 12:21,交易成功,216,0,陕西省,西安市,1,2
SW,0vivian_wang_27,2020/3/20 12:21,交易成功,32,0,上海,上海市,2,2
SW,ljhf_k,2020/3/20 12:22,交易成功,134,0,黑龙江省,哈尔滨市,1,1
SW,7bery3,2020/3/20 12:23,交易成功,94,0,广东省,广州市,1,2
SW,1tb1117391_22,2020/3/20 12:23,交易成功,163,0,北京,北京市,3,1
SW,v水雾幽幽le,2020/3/20 12:23,交易成功,170,0,山西省,长治市,1,1
SW,a涛涛y,2020/3/20 12:28,交易成功,99,0,北京,北京市,1,1
SW,黑纯白v暗,2020/3/20 12:29,交易成功,123,0,上海,上海市,2,1
SW,1zhl1981,2020/3/20 12:33,交易成功,34,0,广东省,广州市,2,1
SW,走ivy走,2020/3/20 12:34,交易成功,58,0,上海,上海市,2,1
SW,走ivy走,2020/3/20 12:35,交易成功,228,0,上海,上海市,1,2
SW,0cloudfly17,2020/3/20 12:36,交易成功,123,0,上海,上海市,3,2
SW,2suting198308,2020/3/20 12:38,交易成功,34,0,黑龙江省,牡丹江市,2,1
SW,新玲叶,2020/3/20 12:41,交易成功,158,0,湖南省,岳阳市,1,3
SW,盛奥世,2020/3/20 12:45,交易成功,47,0,安徽省,淮南市,3,2
SW,2suting198308,2020/3/20 12:50,交易成功,50,0,北京,北京市,3,2
SW,百兔万,2020/3/20 12:52,交易成功,94,0,上海,上海市,1,2
SW,公西西里没有举,2020/3/20 12:52,交易成功,130,0,山西省,太原市,1,1
SW,qrichei,2020/3/20 12:52,交易成功,99,0,贵州省,贵阳市,1,2
SW,_t_1478657573240,2020/3/20 12:54,交易成功,243,0,河北省,石家庄市,1,1
SW,1travis17,2020/3/20 12:55,交易成功,228,0,湖南省,长沙市,1,1
SW,3yyinggl9,2020/3/20 12:58,交易成功,192,0,河北省,保定市,1,1
SW,y琨i,2020/3/20 12:58,交易成功,99,0,广东省,深圳市,1,2
SW,9tb312947,2020/3/20 13:01,交易成功,126,0,江苏省,无锡市,1,2
SW,0ok8703,2020/3/20 13:02,交易成功,94,0,湖北省,黄石市,1,3
SW,sxuyingy,2020/3/20 13:06,交易成功,123,0,辽宁省,沈阳市,3,1
SW,5荔枝菠6,2020/3/20 13:06,交易成功,167,0,上海,上海市,1,2
SW,的云梦,2020/3/20 13:07,交易成功,94,0,湖南省,长沙市,1,2
SW,3angela_baby50,2020/3/20 13:07,交易成功,34,0,上海,上海市,2,1
SW,orustinv,2020/3/20 13:13,交易成功,149,0,北京,北京市,1,2
SW,lyzwhod,2020/3/20 13:16,交易成功,49,0,广东省,中山市,3,2
SW,莉魅力天莉,2020/3/20 13:19,交易成功,161,0,上海,上海市,1,3
SW,0小白198906,2020/3/20 13:24,交易成功,204,0,吉林省,长春市,1,2
SW,dzsdx,2020/3/20 13:25,交易成功,36,0,浙江省,嘉兴市,2,3
