order_id,user_id,price,platform,payment_provider,create_time,pay_time
29045,110625246,25,android,wxpay,2020/2/5 10:43,2020/2/5 10:44
29047,117877276,248,android,wxpay,2019/11/8 13:58,2019/11/8 13:59
29050,55921719,68,ios,applepay,2019/11/8 14:25,2020/4/1 12:04
29051,117323271,25,ios,applepay,2019/11/8 14:36,2020/4/1 12:04
29055,118065498,248,ios,applepay,2019/12/8 23:27,2020/4/1 12:05
29056,48463919,25,android,wxpay,2020/1/20 14:20,2020/1/20 14:21
29058,63434939,248,android,wxpay,2019/11/8 15:40,2019/11/8 15:41
29060,108259362,248,android,wxpay,2019/11/8 15:48,2019/11/8 15:49
29064,55748969,248,android,wxpay,2019/11/8 16:10,2019/11/8 16:11
29070,57047994,68,ios,applepay,2019/12/4 16:30,2020/4/1 12:04
29071,101463548,248,android,alipay,2019/11/8 16:38,2019/11/8 16:41
29072,35275283,248,ios,applepay,2019/12/9 18:13,2020/4/1 12:05
29074,65266837,68,android,alipay,2019/11/8 17:14,2019/11/8 17:15
29075,48550749,248,ios,applepay,2019/11/8 17:15,2020/4/1 12:04
29076,75668015,25,ios,applepay,2019/11/8 17:15,2020/4/1 12:04
29078,74767093,25,ios,applepay,2020/2/20 13:45,2020/4/1 12:05
29080,117153588,25,ios,applepay,2019/11/8 17:57,2020/4/1 12:04
29081,11969906,248,ios,applepay,2020/1/6 16:43,2020/4/1 12:05
29083,116577668,25,android,wxpay,2019/11/8 18:12,2019/11/8 18:13
29086,83589195,68,android,wxpay,2019/11/8 18:38,2019/11/8 18:39
29088,59447497,25,android,wxpay,2020/5/25 22:40,2020/5/25 22:41
29089,47909169,25,android,alipay,2019/11/8 18:52,2019/11/8 18:53
29090,26090840,25,ios,applepay,2020/1/7 7:24,2020/4/1 12:05
29091,26090840,25,ios,applepay,2020/4/8 22:53,2020/4/8 22:54
29092,16496516,25,ios,applepay,2019/11/8 19:07,2020/4/1 12:04
29093,16496516,248,ios,applepay,2020/2/6 18:35,2020/2/6 18:36
29095,117794532,68,ios,applepay,2019/11/8 19:18,2020/4/1 12:04
29100,75822143,248,ios,applepay,2019/11/8 19:43,2020/4/1 12:04
29101,117908167,25,android,alipay,2020/2/8 20:56,2020/2/8 20:57
29105,117685184,248,ios,applepay,2019/11/8 20:16,2020/4/1 12:04
29106,118075856,248,ios,applepay,2019/11/8 20:16,2020/4/1 12:04
29108,114658207,248,android,wxpay,2019/11/8 20:24,2019/11/8 20:25
29109,95267932,68,ios,applepay,2019/11/8 20:31,2020/4/1 12:04
29114,99867496,25,ios,applepay,2019/12/3 22:05,2020/4/1 12:04
29115,67066242,25,ios,applepay,2020/1/7 19:55,2020/4/1 12:05
29116,67066242,25,ios,applepay,2020/4/8 7:24,2020/4/8 7:26
29120,116233192,68,android,alipay,2019/11/8 21:04,2019/11/8 21:05
29123,118072782,25,android,wxpay,2019/11/8 21:19,2019/11/8 21:20
29124,47308467,248,ios,applepay,2019/11/8 21:23,2020/4/1 12:04
29128,49356699,248,ios,applepay,2019/11/8 21:34,2020/4/1 12:04
29132,104738861,68,android,wxpay,2019/12/11 23:00,2019/12/11 23:01
29134,84621452,25,ios,applepay,2019/11/8 21:47,2020/4/1 12:04
29135,84621452,25,ios,applepay,2020/3/18 22:46,2020/4/1 12:06
29136,30238803,248,ios,applepay,2020/2/17 23:49,2020/4/1 12:05
29140,40269529,248,ios,applepay,2019/11/8 22:05,2020/4/1 12:04
29141,23870658,68,ios,applepay,2019/11/8 22:10,2020/4/1 12:04
29143,83870033,248,android,alipay,2019/11/8 22:13,2019/11/8 22:14
29146,114280597,25,android,wxpay,2019/11/8 22:34,2019/11/8 22:35
29147,117985937,25,ios,applepay,2019/11/8 22:35,2020/4/1 12:04
29148,118035449,25,ios,applepay,2019/11/8 22:36,2020/4/1 12:04
29149,118035449,248,ios,applepay,2020/2/5 21:11,2020/4/1 12:05
29150,29216545,248,ios,applepay,2019/11/8 22:41,2020/4/1 12:04
29152,115014499,248,ios,applepay,2019/11/8 23:02,2020/4/1 12:04
29153,102350869,25,ios,applepay,2020/5/9 0:32,2020/5/9 0:33
29154,75217866,25,ios,applepay,2019/11/8 23:06,2020/4/1 12:04
29156,111262314,248,ios,applepay,2019/11/8 23:17,2020/4/1 12:04
29162,44598859,248,ios,applepay,2019/11/8 23:46,2020/4/1 12:04
29165,118087725,248,ios,applepay,2019/11/9 0:15,2020/4/1 12:04
29166,83725671,25,ios,applepay,2019/11/9 0:41,2020/4/1 12:04
29172,26281047,248,android,wxpay,2019/11/9 2:36,2019/11/9 2:37
29174,117863014,248,ios,applepay,2019/11/9 4:16,2020/4/1 12:04
29175,98899265,68,android,wxpay,2019/11/9 5:12,2019/11/9 5:13
29176,104299754,248,android,wxpay,2019/11/9 5:23,2019/11/9 5:24
29177,31424701,25,android,wxpay,2019/11/9 6:43,2019/11/9 6:44
29178,92818712,68,android,wxpay,2019/11/9 6:48,2019/11/9 6:49
29180,117824958,248,android,alipay,2019/11/9 7:01,2019/11/9 7:02
29181,87550017,25,android,wxpay,2019/12/15 0:26,2019/12/15 0:27
29183,70696237,25,android,wxpay,2019/12/4 21:02,2019/12/4 21:03
29184,15296255,248,android,wxpay,2019/11/9 7:27,2019/11/9 7:28
29185,107676069,25,ios,applepay,2019/11/9 7:27,2020/4/1 12:04
29186,35777016,248,ios,applepay,2019/11/9 7:44,2020/4/1 12:04
29190,45441241,248,ios,applepay,2019/11/9 7:54,2020/4/1 12:04
29193,84101436,68,ios,applepay,2019/11/9 8:28,2020/4/1 12:04
29196,64024784,25,android,wxpay,2019/11/9 8:36,2019/11/9 8:37
29197,96434730,25,android,wxpay,2019/12/9 21:41,2019/12/9 21:42
29198,73150283,68,ios,applepay,2019/11/9 8:44,2020/4/1 12:04
29199,14565406,248,ios,applepay,2019/11/9 8:45,2020/4/1 12:04
29204,33839128,248,android,wxpay,2019/11/9 9:05,2019/11/9 9:06
29205,93495520,68,ios,applepay,2020/1/30 19:55,2020/1/31 19:11
29206,118067890,248,ios,applepay,2019/11/9 9:24,2020/4/1 12:04
29207,104486031,25,android,wxpay,2019/11/9 9:24,2019/11/9 9:25
29209,76190690,25,ios,applepay,2019/11/9 9:34,2020/4/1 12:04
29211,97017276,68,ios,applepay,2019/11/9 9:47,2020/4/1 12:04
29215,107973923,25,ios,applepay,2019/11/8 21:54,2019/11/9 10:04
29216,118095713,25,ios,applepay,2019/11/9 10:07,2020/4/1 12:04
29218,118095627,248,android,alipay,2019/11/9 10:11,2019/11/9 10:13
29219,26874706,68,ios,applepay,2019/11/9 10:15,2020/4/1 12:04
29221,73573506,68,android,wxpay,2020/7/26 18:13,2020/7/26 18:14
29222,35590561,248,android,wxpay,2019/11/9 10:19,2019/11/9 10:20
29223,30347162,25,ios,applepay,2019/11/9 10:34,2020/4/1 12:04
29225,68268493,248,ios,applepay,2019/11/9 10:55,2020/4/1 12:04
29230,32727603,248,ios,applepay,2019/11/9 11:27,2020/4/1 12:04
29231,69699359,248,ios,applepay,2019/11/9 11:30,2020/4/1 12:04
29234,118099321,25,ios,applepay,2019/11/9 11:36,2020/4/1 12:04
29235,118099321,248,ios,applepay,2020/6/2 10:19,2020/6/2 10:20
29237,62918484,248,ios,applepay,2019/11/9 11:56,2020/4/1 12:04
29241,117962383,25,ios,applepay,2019/11/9 12:37,2020/4/1 12:04
29242,79823947,25,ios,applepay,2019/11/9 12:38,2020/4/1 12:04
29243,39904827,68,ios,applepay,2020/1/16 9:22,2020/4/1 12:05
29247,102947802,248,ios,applepay,2020/2/12 20:13,2020/4/1 12:05
29248,16369657,25,ios,applepay,2019/11/9 12:52,2020/4/1 12:04
29250,108742291,68,ios,applepay,2019/11/9 12:59,2020/4/1 12:04
29251,118102638,248,ios,applepay,2019/11/9 13:04,2020/4/1 12:04
29254,117078961,68,android,wxpay,2020/3/23 20:46,2020/3/23 20:47
29258,116456812,68,android,alipay,2019/11/9 13:27,2019/11/9 13:28
29259,70165121,248,ios,applepay,2019/11/9 13:46,2020/4/1 12:04
29260,83283680,25,ios,applepay,2019/11/9 13:49,2020/4/1 12:04
29261,73190187,25,android,wxpay,2019/11/9 14:03,2019/11/9 14:04
29263,32451627,25,android,wxpay,2019/11/9 14:04,2019/11/9 14:05
29265,32045570,25,ios,applepay,2019/11/9 14:25,2020/4/1 12:04
29267,105706962,68,ios,applepay,2019/11/9 14:28,2020/4/1 12:04
29268,93490274,25,android,alipay,2020/1/17 21:31,2020/1/17 21:32
29269,94156714,248,ios,applepay,2019/11/9 14:38,2020/4/1 12:04
29270,36281613,25,ios,applepay,2019/12/10 20:04,2020/4/1 12:05
29271,29654998,25,android,wxpay,2019/12/10 6:04,2019/12/10 6:05
29272,117653059,248,ios,applepay,2019/11/9 14:52,2020/4/1 12:04
29273,96743904,25,android,wxpay,2019/11/9 15:08,2019/11/9 15:09
29275,9804569,25,android,wxpay,2019/11/9 15:10,2019/11/9 15:11
29278,112014961,25,android,wxpay,2019/11/9 15:28,2019/11/9 15:29
29281,111750634,68,ios,applepay,2019/11/9 15:33,2020/4/1 12:04
29285,70099465,248,ios,applepay,2020/2/25 15:33,2020/4/1 12:05
29291,23115653,248,ios,applepay,2019/11/9 16:15,2020/4/1 12:04
29294,90116877,248,android,wxpay,2019/11/9 16:39,2019/11/9 16:40
29297,70624363,248,ios,applepay,2019/11/9 15:06,2019/11/9 16:51
29299,86019007,68,android,wxpay,2019/11/9 16:55,2019/11/9 16:56
29301,112873018,68,ios,applepay,2019/11/9 17:19,2020/4/1 12:04
29302,71197748,248,ios,applepay,2019/12/4 15:38,2020/4/1 12:04
29303,118112269,68,android,wxpay,2019/11/9 17:38,2019/11/9 17:39
29304,65777316,25,ios,applepay,2019/12/14 22:07,2020/4/1 12:05
29305,9670867,248,ios,applepay,2019/11/9 17:43,2020/4/1 12:04
29307,71377743,68,ios,applepay,2019/11/9 17:55,2020/4/1 12:04
29308,72805858,248,android,wxpay,2019/11/9 18:13,2019/11/9 18:14
29309,34244734,25,ios,applepay,2020/2/7 9:54,2020/4/1 12:05
29310,34244734,25,ios,applepay,2020/5/25 21:40,2020/5/25 21:41
29311,34244734,25,android,wxpay,2019/11/9 18:28,2019/11/9 18:29
29315,118023505,248,ios,applepay,2020/3/2 21:02,2020/4/1 12:06
29320,111221213,25,ios,applepay,2019/11/9 20:07,2020/4/1 12:04
29321,66983539,248,ios,applepay,2019/11/9 20:17,2020/4/1 12:04
29322,117783391,248,android,wxpay,2019/11/9 20:19,2019/11/9 20:20
29324,96645926,248,ios,applepay,2019/11/9 20:23,2020/4/1 12:04
29328,90501453,248,ios,applepay,2019/11/9 20:37,2020/4/1 12:04
29337,44284965,25,ios,applepay,2019/11/9 20:59,2020/4/1 12:04
29338,82408334,248,ios,applepay,2019/11/9 21:00,2020/4/1 12:04
29339,35759651,248,ios,applepay,2019/11/9 21:00,2020/4/1 12:04
29340,85935128,68,android,alipay,2019/11/9 21:08,2019/11/9 21:09
29342,50895585,25,android,alipay,2019/11/9 21:31,2019/11/9 21:32
29343,112380545,25,android,wxpay,2019/11/9 21:34,2019/11/9 21:35
29344,103867287,248,android,wxpay,2019/11/9 21:34,2019/11/9 21:35
29346,28208688,25,ios,applepay,2019/11/9 21:38,2020/4/1 12:04
29347,106907379,248,ios,applepay,2019/11/9 21:51,2020/4/1 12:04
29348,70308874,248,android,wxpay,2019/11/9 21:51,2019/11/9 21:52
29352,116234088,248,ios,applepay,2020/2/8 12:43,2020/4/1 12:05
29356,101362199,25,android,wxpay,2019/11/9 22:07,2019/11/9 22:08
29357,99286255,68,ios,applepay,2019/12/11 17:07,2020/4/1 12:05
29358,99286255,248,ios,applepay,2020/6/8 21:05,2020/6/8 21:06
29359,103142835,248,android,alipay,2019/11/9 22:28,2019/11/9 22:29
29366,118127617,248,android,alipay,2019/11/9 22:53,2019/11/9 22:54
29367,110162211,25,android,wxpay,2020/2/9 22:11,2020/2/9 22:12
29368,117737345,25,ios,applepay,2019/11/9 23:03,2020/4/1 12:04
29369,115562084,248,ios,applepay,2019/11/9 23:05,2020/4/1 12:04
29371,71570005,248,ios,applepay,2019/11/9 23:07,2020/4/1 12:04
29374,84054375,248,android,wxpay,2019/11/9 23:18,2019/11/9 23:19
29377,115296237,25,android,wxpay,2019/12/20 23:49,2019/12/20 23:50
29379,39507227,248,android,wxpay,2019/11/9 23:47,2019/11/9 23:48
29380,79983975,25,android,wxpay,2019/12/4 16:04,2019/12/4 16:05
29384,111043518,248,ios,applepay,2019/11/9 23:59,2020/4/1 12:04
29387,17584677,248,ios,wxpay,2019/11/10 0:08,2019/11/10 0:09
29389,74849421,25,android,wxpay,2020/1/17 0:27,2020/1/17 0:28
29390,116134772,248,ios,applepay,2019/11/10 0:23,2020/4/1 12:04
29391,115615960,248,ios,applepay,2019/11/10 0:26,2020/4/1 12:04
29392,27002180,25,ios,applepay,2019/11/10 0:39,2020/4/1 12:04
29393,48817631,248,ios,applepay,2019/11/10 0:42,2020/4/1 12:04
29396,118133937,248,ios,applepay,2019/11/10 1:46,2020/4/1 12:04
29398,49030381,25,ios,applepay,2019/11/10 2:25,2020/4/1 12:04
29399,118134510,248,android,alipay,2019/11/10 5:41,2019/11/10 5:44
29400,117947226,25,android,wxpay,2019/12/10 22:46,2019/12/10 22:47
29401,117947226,25,android,wxpay,2020/5/12 6:05,2020/5/12 6:06
29405,118135324,248,ios,applepay,2019/11/10 7:31,2020/4/1 12:04
29407,74061000,248,ios,applepay,2020/2/4 18:12,2020/4/1 12:05
29408,80782169,68,ios,applepay,2019/11/10 8:02,2020/4/1 12:04
29410,12457374,248,ios,applepay,2019/11/10 8:27,2020/4/1 12:04
29412,108130561,248,ios,applepay,2019/11/10 8:37,2020/4/1 12:04
29417,84589664,68,ios,applepay,2019/11/10 9:02,2020/4/1 12:04
29418,48718589,248,ios,applepay,2019/11/10 9:04,2020/4/1 12:04
29419,65724582,248,ios,wxpay,2019/11/10 9:04,2019/11/10 9:05
29420,100767337,68,ios,applepay,2019/11/10 9:05,2020/4/1 12:04
29424,116753290,248,android,wxpay,2019/11/10 9:26,2019/11/10 9:27
29427,36295183,248,ios,applepay,2019/11/10 9:41,2020/4/1 12:04
29430,79886964,248,ios,applepay,2019/11/10 9:52,2020/4/1 12:04
29431,13700033,248,android,alipay,2019/11/10 9:53,2019/11/10 9:54
29434,97921524,68,ios,applepay,2019/11/10 9:59,2020/4/1 12:04
29435,115378719,25,android,wxpay,2019/11/10 10:03,2019/11/10 10:04
29436,117558067,248,android,wxpay,2019/11/10 10:05,2019/11/10 10:06
29438,105986401,248,ios,applepay,2019/11/10 10:08,2020/4/1 12:04
29440,79625057,25,android,wxpay,2020/3/21 19:14,2020/3/21 19:15
29441,118039599,248,ios,applepay,2019/11/9 22:02,2019/11/10 10:19
29442,50689232,25,ios,applepay,2019/12/10 21:40,2020/4/1 12:05
29443,84173545,25,ios,applepay,2020/1/28 11:55,2020/4/1 12:05
29444,95506734,248,ios,applepay,2019/11/10 10:32,2020/4/1 12:04
29445,15016026,248,ios,applepay,2019/11/10 10:32,2020/4/1 12:04
29446,15657196,248,android,wxpay,2019/12/8 8:48,2019/12/8 8:49
29449,97751855,248,ios,applepay,2019/11/10 11:08,2020/4/1 12:04
29450,91475978,248,ios,applepay,2019/11/10 11:18,2020/4/1 12:04
29453,97984724,248,android,alipay,2019/11/10 11:27,2019/11/10 11:28
29456,28447283,25,ios,applepay,2019/11/10 11:38,2020/4/1 12:04
29457,116881006,68,ios,applepay,2019/11/10 11:41,2020/4/1 12:04
29458,77219100,25,ios,applepay,2019/11/10 11:44,2020/4/1 12:04
29459,118089571,68,android,wxpay,2019/11/10 11:46,2019/11/10 11:47
29460,118145323,25,android,wxpay,2019/11/10 11:59,2019/11/10 12:00
29462,118145323,25,android,wxpay,2020/5/8 15:51,2020/5/8 15:52
29463,60437282,68,android,wxpay,2019/11/10 12:03,2019/11/10 12:04
29466,106693519,25,android,wxpay,2019/11/10 12:14,2019/11/10 12:15
29467,27721246,25,ios,applepay,2019/11/10 12:24,2020/4/1 12:04
29470,91284000,25,ios,applepay,2020/1/25 22:44,2020/4/1 12:05
29471,97402632,68,android,alipay,2019/11/10 12:55,2019/11/10 12:56
29474,57407211,248,ios,applepay,2019/11/9 21:36,2019/11/10 13:21
29475,115300862,248,android,wxpay,2019/11/10 13:30,2019/11/10 13:31
29476,118143041,248,android,alipay,2019/11/10 13:31,2019/11/10 13:32
29479,41549459,25,ios,applepay,2019/11/10 13:46,2020/4/1 12:04
29480,41549459,248,ios,applepay,2020/2/8 14:13,2020/4/1 12:05
29481,96549791,248,ios,applepay,2019/11/10 13:51,2020/4/1 12:04
29482,113483586,248,ios,applepay,2019/11/10 14:08,2020/4/1 12:04
29485,117816098,68,ios,applepay,2019/11/9 8:03,2019/11/10 14:35
29487,75634861,248,ios,applepay,2019/11/10 14:49,2020/4/1 12:04
29489,34366092,248,ios,applepay,2019/11/10 14:56,2020/4/1 12:04
29491,110826469,68,ios,applepay,2019/12/5 16:41,2020/4/1 12:04
29493,117404370,68,ios,applepay,2019/11/10 15:42,2020/4/1 12:04
29494,81961452,248,ios,applepay,2019/11/10 15:43,2020/4/1 12:04
29495,72395505,68,ios,applepay,2019/11/10 15:44,2020/4/1 12:04
29497,13407440,248,ios,applepay,2019/11/10 15:51,2020/4/1 12:04
29498,74927205,25,ios,applepay,2019/12/23 14:37,2020/4/1 12:05
29500,76684778,25,android,wxpay,2020/2/8 14:19,2020/2/8 14:20
29502,12001458,25,ios,applepay,2019/11/10 0:32,2019/11/10 16:18
29505,116862528,25,android,wxpay,2019/11/10 16:49,2019/11/10 16:50
29507,73585124,25,ios,applepay,2019/12/12 16:44,2020/4/1 12:05
29509,54055451,25,ios,applepay,2019/11/10 16:26,2019/11/10 16:59
29519,47470026,248,ios,applepay,2019/11/10 17:51,2020/4/1 12:04
29522,92009605,25,ios,applepay,2019/12/9 22:05,2020/4/1 12:05
29523,92009605,248,ios,applepay,2020/5/10 19:31,2020/5/10 19:32
29524,91215918,25,ios,applepay,2020/3/31 18:15,2020/4/1 12:06
29525,30434378,248,ios,applepay,2019/11/10 18:23,2020/4/1 12:04
29526,79058473,248,ios,applepay,2019/11/9 12:56,2019/11/10 18:31
29528,20479268,248,ios,applepay,2019/11/10 18:44,2020/4/1 12:04
29530,29416239,248,ios,applepay,2019/11/10 19:14,2020/4/1 12:04
29531,64974593,25,ios,applepay,2019/11/10 19:24,2020/4/1 12:04
29532,64974593,68,ios,applepay,2020/7/21 7:37,2020/7/21 7:38
29537,82185690,248,android,alipay,2019/11/10 19:34,2019/11/10 19:35
29538,118162421,248,android,wxpay,2019/11/10 19:34,2019/11/10 19:35
29539,118084298,248,ios,applepay,2019/11/10 19:39,2020/4/1 12:04
29540,35709120,248,android,wxpay,2019/11/10 19:44,2019/11/10 19:45
29542,32101086,248,ios,applepay,2019/11/10 19:45,2020/4/1 12:04
29546,118160157,25,ios,applepay,2019/11/10 18:37,2019/11/10 20:08
29547,118160157,25,ios,applepay,2020/2/21 11:26,2020/4/1 12:05
29558,54731708,248,ios,applepay,2019/11/10 20:55,2020/4/1 12:04
29559,83595267,248,ios,applepay,2019/11/10 21:01,2020/4/1 12:04
29561,104963220,248,ios,applepay,2019/11/10 21:08,2020/4/1 12:04
29564,117591130,248,ios,applepay,2019/11/9 22:04,2019/11/10 21:20
29567,106093885,248,ios,applepay,2019/11/10 21:29,2020/4/1 12:04
29569,118169137,248,android,wxpay,2019/11/10 21:41,2019/11/10 21:42
29570,118169793,25,ios,applepay,2019/11/10 21:48,2020/4/1 12:04
29571,118169577,25,android,wxpay,2019/11/10 21:49,2019/11/10 21:50
29572,91341933,25,ios,applepay,2020/2/3 14:32,2020/4/1 12:05
29573,76006102,68,ios,applepay,2019/11/10 21:50,2020/4/1 12:04
29575,117473584,25,ios,applepay,2019/11/10 21:56,2020/4/1 12:04
29577,11013989,25,android,wxpay,2019/11/10 22:01,2019/11/10 22:02
29578,118163488,25,ios,applepay,2019/11/10 22:02,2020/4/1 12:04
29579,118067258,25,ios,applepay,2019/11/10 22:05,2020/4/1 12:04
29580,82006194,248,android,wxpay,2019/11/10 22:08,2019/11/10 22:09
29581,73788021,248,android,alipay,2020/2/25 11:54,2020/2/25 11:55
29586,36808167,68,android,alipay,2019/11/10 22:25,2019/11/10 22:26
29588,116286534,25,android,wxpay,2019/11/10 22:27,2019/11/10 22:28
29589,115910041,25,android,wxpay,2019/11/10 22:29,2019/11/10 22:30
29591,74763656,248,ios,applepay,2019/11/10 22:30,2020/4/1 12:04
29592,96693842,25,ios,applepay,2019/11/10 22:32,2020/4/1 12:04
29593,96693842,25,ios,applepay,2020/2/26 19:20,2020/4/1 12:05
29595,117908411,68,android,wxpay,2019/11/10 22:48,2019/11/10 22:49
29598,29891707,248,ios,applepay,2019/11/10 22:52,2020/4/1 12:04
29599,18207592,248,ios,applepay,2019/11/10 22:52,2020/4/1 12:04
29601,113700767,248,android,wxpay,2019/11/10 23:00,2019/11/10 23:01
29602,111322047,248,ios,applepay,2019/11/10 23:00,2020/4/1 12:04
29604,90524996,248,ios,applepay,2019/11/10 23:04,2020/4/1 12:04
29607,82826964,25,ios,applepay,2019/11/10 23:08,2020/4/1 12:04
29608,117137439,68,ios,applepay,2019/11/10 23:13,2020/4/1 12:04
29613,50566306,248,ios,applepay,2019/11/11 0:15,2020/4/1 12:04
29614,116023329,248,ios,applepay,2019/12/6 11:33,2020/4/1 12:04
29616,61157870,248,ios,applepay,2019/12/16 17:41,2020/4/1 12:05
29618,15687515,248,ios,applepay,2019/11/11 0:40,2020/4/1 12:04
29619,68218729,25,ios,applepay,2019/11/11 1:07,2020/4/1 12:04
29624,63719756,248,android,alipay,2019/11/11 4:35,2019/11/11 4:36
29625,38714488,248,android,wxpay,2019/11/11 5:46,2019/11/11 5:47
29627,73609341,248,android,wxpay,2019/11/11 6:01,2019/11/11 6:02
29633,103181013,25,android,wxpay,2019/11/11 6:25,2019/11/11 6:26
29634,67672978,248,ios,applepay,2019/11/11 6:30,2020/4/1 12:04
29635,83769227,25,android,wxpay,2019/11/11 6:35,2019/11/11 6:36
29636,69604156,25,android,alipay,2019/11/11 6:50,2019/11/11 6:51
29637,39944393,248,ios,applepay,2019/11/11 6:57,2020/4/1 12:04
29642,110118600,25,android,wxpay,2020/2/7 6:14,2020/2/7 6:15
29643,93977726,248,ios,applepay,2019/11/11 7:21,2020/4/1 12:04
29644,68546805,68,ios,applepay,2019/11/11 7:23,2020/4/1 12:04
29645,117408193,68,android,wxpay,2019/11/11 7:27,2019/11/11 7:28
29651,117314371,25,android,alipay,2020/3/23 22:33,2020/3/23 22:34
29653,103705221,25,ios,applepay,2019/11/11 8:02,2020/4/1 12:04
29658,68396101,25,android,wxpay,2019/11/11 8:34,2019/11/11 8:35
29659,107173985,248,ios,applepay,2019/11/11 8:36,2020/4/1 12:04
29662,49189645,248,ios,applepay,2019/11/11 8:54,2020/4/1 12:04
29664,36771045,248,ios,applepay,2019/11/11 9:05,2020/4/1 12:04
29665,89360299,248,ios,applepay,2019/11/11 9:17,2020/4/1 12:04
29668,77769647,248,ios,applepay,2019/11/9 14:06,2019/11/11 9:24
29669,87601849,248,ios,applepay,2019/11/9 11:38,2019/11/11 9:24
29670,99661348,25,ios,applepay,2019/11/10 0:05,2019/11/11 9:24
29677,23372270,248,ios,applepay,2019/12/9 7:53,2020/4/1 12:05
29678,62770887,248,android,wxpay,2019/11/11 9:58,2019/11/11 9:59
29679,71423472,25,ios,applepay,2019/11/11 9:59,2020/4/1 12:04
29680,71423472,25,ios,applepay,2020/3/25 15:01,2020/4/1 12:06
29682,66731567,25,ios,applepay,2019/11/11 10:05,2020/4/1 12:04
29683,116841117,248,ios,applepay,2019/11/11 10:10,2020/4/1 12:04
29686,118053828,248,ios,applepay,2019/11/10 18:25,2019/11/11 10:19
29687,72204991,248,ios,applepay,2019/11/11 10:21,2020/4/1 12:04
29689,107392507,248,ios,applepay,2019/11/11 10:33,2020/4/1 12:04
29691,81474533,248,ios,applepay,2019/11/11 10:43,2020/4/1 12:04
29693,13556532,25,android,wxpay,2019/11/11 10:53,2019/11/11 10:54
29695,78347718,248,ios,applepay,2019/11/11 10:56,2020/4/1 12:04
29697,116674516,248,android,wxpay,2019/11/11 11:13,2019/11/11 11:14
29699,117617782,248,ios,applepay,2019/11/11 11:00,2019/11/11 11:26
29702,65459295,25,ios,applepay,2019/11/11 11:36,2020/4/1 12:04
29704,40053257,25,ios,applepay,2019/11/11 12:04,2020/4/1 12:04
29706,62856460,248,ios,applepay,2019/11/11 12:18,2020/4/1 12:04
29708,118179377,248,ios,applepay,2019/11/11 12:22,2020/4/1 12:04
29710,109274970,248,android,wxpay,2019/12/12 10:12,2019/12/12 10:13
29711,118185632,248,ios,applepay,2019/11/11 12:36,2020/4/1 12:04
29715,13970000,248,ios,applepay,2020/1/2 1:45,2020/4/1 12:05
29716,14643594,248,ios,applepay,2019/11/11 12:58,2020/4/1 12:04
29717,113197966,248,ios,applepay,2019/11/9 11:54,2019/11/11 13:15
29718,33204743,248,android,wxpay,2019/11/11 13:39,2019/11/11 13:40
29719,117325021,68,android,wxpay,2019/11/11 13:47,2019/11/11 13:48
29723,81420880,25,ios,applepay,2019/11/10 19:49,2019/11/11 14:13
29725,118189269,248,ios,applepay,2019/11/11 14:40,2020/4/1 12:04
29728,68134853,248,android,wxpay,2019/11/11 14:55,2019/11/11 14:56
29729,78158569,25,ios,applepay,2019/11/11 14:56,2020/4/1 12:04
29731,115268701,68,ios,applepay,2019/11/11 15:21,2020/4/1 12:04
29732,63925561,248,ios,applepay,2019/11/11 15:34,2020/4/1 12:04
29733,118190810,25,ios,applepay,2019/11/11 15:35,2020/4/1 12:04
29736,76641377,25,ios,applepay,2019/12/24 14:30,2020/4/1 12:05
29738,54304079,25,ios,applepay,2019/11/9 2:23,2019/11/11 16:07
29742,76003095,248,ios,applepay,2019/11/11 16:25,2020/4/1 12:04
29744,78878739,25,ios,applepay,2019/12/6 9:27,2020/4/1 12:04
29745,13861888,248,ios,applepay,2019/11/11 16:33,2020/4/1 12:04
29747,77272302,248,ios,applepay,2019/11/11 16:47,2020/4/1 12:04
29748,81205825,248,ios,applepay,2019/11/11 16:48,2020/4/1 12:04
29749,81835542,248,ios,applepay,2019/11/11 16:34,2019/11/11 16:52
29750,69722187,25,ios,applepay,2019/11/11 17:10,2020/4/1 12:04
29751,64821632,248,ios,applepay,2019/11/11 17:18,2020/4/1 12:04
29753,28867429,248,ios,applepay,2019/11/11 17:26,2020/4/1 12:04
29757,117376779,248,ios,applepay,2019/11/11 18:01,2020/4/1 12:04
29760,116997053,25,android,wxpay,2020/2/14 22:43,2020/2/14 22:44
29763,8643791,68,ios,applepay,2019/11/11 18:31,2020/4/1 12:04
29764,110728441,68,android,wxpay,2019/11/11 18:34,2019/11/11 18:35
29769,104515995,248,ios,applepay,2019/11/11 18:40,2020/4/1 12:04
29771,118196896,248,ios,applepay,2019/11/11 18:47,2020/4/1 12:04
29778,86508471,25,ios,applepay,2019/11/11 19:28,2020/4/1 12:04
29781,118198931,25,android,alipay,2019/11/11 19:49,2019/11/11 19:50
29782,12385744,248,ios,applepay,2019/11/11 20:07,2020/4/1 12:04
29784,68763602,25,ios,applepay,2019/11/11 0:06,2019/11/11 20:20
29785,94741777,248,ios,applepay,2019/11/11 19:39,2019/11/11 20:20
29786,27683065,248,ios,applepay,2019/11/11 19:36,2019/11/15 10:33
29788,69067765,248,ios,applepay,2019/11/11 20:26,2020/4/1 12:04
29789,117836511,248,android,wxpay,2019/11/11 20:35,2019/11/11 20:36
29791,69712713,248,android,wxpay,2019/11/11 20:38,2019/11/11 20:39
